paper,arm,model,cohort,subgroup,n,mse,rmse,mae,r2,relative_error,mape_percent,s_score_literal_mean,s_score_minus_one_mean,s_score_overflow
p1,selected,P1_ERT,test,route=123,73,48.558625084292196,6.968401903183556,4.757115517872439,-2.3624330757117113,0.031008259010348885,3.1008259010348884,1.636589976487144,0.6365899764871443,False
p1,selected,P1_ERT,test,route=456,351,46.49258098684734,6.818546838355467,4.3150418247863245,0.4040527381665303,0.05909937637884424,5.909937637884425,4.879762954556028,3.8797629545560284,False
p1,selected,P1_ERT,validation,all,424,55.98468466927803,7.482291404996068,4.802741992703419,0.9319517840233217,0.06087960341997722,6.0879603419977215,3.1216264157426243,2.1216264157426243,False
p1,selected,P1_ERT,validation,STAGE=A,252,78.10306937700969,8.837594094379403,5.55196160677083,0.9373782177364872,0.06865500910456576,6.865500910456576,4.251679063945074,3.2516790639450743,False
p1,selected,P1_ERT,validation,STAGE=B,172,23.578679167252595,4.855788212767583,3.705048139534885,0.7384961190093857,0.04948772997511493,4.948772997511493,1.4659678846553144,0.4659678846553143,False
p1,selected,P1_ERT,validation,condition=Cond1,185,83.12655559800426,9.117376574322476,5.5482897648648635,-0.8063083149572552,0.08013068644482313,8.013068644482313,5.09683741909162,4.09683741909162,False
p1,selected,P1_ERT,validation,condition=Cond2,172,23.578679167252595,4.855788212767583,3.705048139534885,0.7384961190093857,0.04948772997511493,4.948772997511493,1.4659678846553144,0.4659678846553143,False
p1,selected,P1_ERT,validation,condition=Cond3,67,64.23224921456199,8.014502430878787,5.56210027472014,-2.885446522191888,0.036968437344153615,3.6968437344153617,1.918032859435957,0.9180328594359572,False
p1,selected,P1_ERT,validation,route=123,67,64.23224921456199,8.014502430878787,5.56210027472014,-2.885446522191888,0.036968437344153615,3.6968437344153617,1.918032859435957,0.9180328594359572,False
p1,selected,P1_ERT,validation,route=456,357,54.43682241568133,7.37813136340641,4.66022937394958,0.3240314797049051,0.06536713318770881,6.5367133187708815,3.3475109207077414,2.347510920707742,False
