fold,candidate,model,mse
9,svr_C1_g0.01,P2_SVR,13.642453709564334
9,svr_C10_gscale,P2_SVR,10.723064737179167
9,svr_C10_g0.01,P2_SVR,10.483634856649887
9,svr_C100_gscale,P2_SVR,11.891185692816144
9,svr_C100_g0.01,P2_SVR,11.70809339273797
9,bag_T100_L1,P2_Bagging,9.016612274890136
9,bag_T100_L5,P2_Bagging,9.076387604963726
9,bag_T300_L1,P2_Bagging,8.767172034706233
9,bag_T300_L5,P2_Bagging,8.935760553514713
10,svr_C1_gscale,P2_SVR,15.095192530502969
10,svr_C1_g0.01,P2_SVR,13.986108194244055
10,svr_C10_gscale,P2_SVR,11.244306646020553
10,svr_C10_g0.01,P2_SVR,10.837595084496453
10,svr_C100_gscale,P2_SVR,12.936667618121083
10,svr_C100_g0.01,P2_SVR,12.533368379387811
10,bag_T100_L1,P2_Bagging,10.298498332745448
10,bag_T100_L5,P2_Bagging,10.306989455724297
10,bag_T300_L1,P2_Bagging,9.982589496533326
10,bag_T300_L5,P2_Bagging,10.20319217113098
11,svr_C1_gscale,P2_SVR,11.540537646677665
11,svr_C1_g0.01,P2_SVR,11.025602930345222
11,svr_C10_gscale,P2_SVR,9.188017507155363
11,svr_C10_g0.01,P2_SVR,9.026875406190724
11,svr_C100_gscale,P2_SVR,11.145651546255824
11,svr_C100_g0.01,P2_SVR,11.229822778610226
11,bag_T100_L1,P2_Bagging,8.909344303149869
11,bag_T100_L5,P2_Bagging,8.883955390150131
11,bag_T300_L1,P2_Bagging,8.933483683696243
11,bag_T300_L5,P2_Bagging,8.880839940999703
12,svr_C1_gscale,P2_SVR,14.441768117266992
12,svr_C1_g0.01,P2_SVR,13.741002766221804
12,svr_C10_gscale,P2_SVR,11.048771271345187
12,svr_C10_g0.01,P2_SVR,10.636710474282324
12,svr_C100_gscale,P2_SVR,12.790585996045579
12,svr_C100_g0.01,P2_SVR,12.59019957532134
12,bag_T100_L1,P2_Bagging,8.820930364723093
12,bag_T100_L5,P2_Bagging,8.671289086220822
12,bag_T300_L1,P2_Bagging,8.670574870301866
12,bag_T300_L5,P2_Bagging,8.59957978123597
13,svr_C1_gscale,P2_SVR,14.829760692670124
13,svr_C1_g0.01,P2_SVR,14.175856491234754
13,svr_C10_gscale,P2_SVR,11.777757875308561
13,svr_C10_g0.01,P2_SVR,11.405615231461866
13,svr_C100_gscale,P2_SVR,12.230001281111432
13,svr_C100_g0.01,P2_SVR,11.807222760878913
13,bag_T100_L1,P2_Bagging,10.079462180413488
13,bag_T100_L5,P2_Bagging,10.328935420376636
13,bag_T300_L1,P2_Bagging,10.171700783633543
13,bag_T300_L5,P2_Bagging,10.207603599903639
14,svr_C1_gscale,P2_SVR,16.90882073820451
14,svr_C1_g0.01,P2_SVR,15.678594689524331
14,svr_C10_gscale,P2_SVR,11.95132388075642
14,svr_C10_g0.01,P2_SVR,11.492284911300333
14,svr_C100_gscale,P2_SVR,13.205624693421361
14,svr_C100_g0.01,P2_SVR,12.385715879260813
14,bag_T100_L1,P2_Bagging,9.12851646952956
14,bag_T100_L5,P2_Bagging,9.024246389188644
14,bag_T300_L1,P2_Bagging,9.039169532065559
14,bag_T300_L5,P2_Bagging,8.930064387726393
15,svr_C1_gscale,P2_SVR,19.294554614443534
15,svr_C1_g0.01,P2_SVR,18.03092282290433
15,svr_C10_gscale,P2_SVR,11.788184147411254
15,svr_C10_g0.01,P2_SVR,11.137078156622474
15,svr_C100_gscale,P2_SVR,13.612653275090475
15,svr_C100_g0.01,P2_SVR,12.877483514820733
15,bag_T100_L1,P2_Bagging,7.746251326502012
15,bag_T100_L5,P2_Bagging,7.775671819327958
15,bag_T300_L1,P2_Bagging,7.762130855304696
15,bag_T300_L5,P2_Bagging,7.912673933215866
16,svr_C1_gscale,P2_SVR,19.51362505780696
16,svr_C1_g0.01,P2_SVR,18.56755751114187
16,svr_C10_gscale,P2_SVR,16.44631654804411
16,svr_C10_g0.01,P2_SVR,15.47295510387241
16,svr_C100_gscale,P2_SVR,17.95174557331346
16,svr_C100_g0.01,P2_SVR,17.175696509436904
16,bag_T100_L1,P2_Bagging,11.514030359884424
16,bag_T100_L5,P2_Bagging,11.62042452459492
16,bag_T300_L1,P2_Bagging,11.275648384045818
16,bag_T300_L5,P2_Bagging,11.491001042692615
17,svr_C1_gscale,P2_SVR,13.95778667180206
17,svr_C1_g0.01,P2_SVR,13.348739566197462
17,svr_C10_gscale,P2_SVR,9.808839016218949
17,svr_C10_g0.01,P2_SVR,9.40413723736028
17,svr_C100_gscale,P2_SVR,13.282262873595291
17,svr_C100_g0.01,P2_SVR,13.010102120532478
17,bag_T100_L1,P2_Bagging,9.774553995887663
17,bag_T100_L5,P2_Bagging,9.984091301058811
17,bag_T300_L1,P2_Bagging,9.775857785057633
17,bag_T300_L5,P2_Bagging,9.966976690414906
18,svr_C1_gscale,P2_SVR,19.824492830025353
18,svr_C1_g0.01,P2_SVR,19.125350327686693
18,svr_C10_gscale,P2_SVR,14.105980111292137
18,svr_C10_g0.01,P2_SVR,13.746432867350668
18,svr_C100_gscale,P2_SVR,13.779988848261093
18,svr_C100_g0.01,P2_SVR,13.441084559335348
18,bag_T100_L1,P2_Bagging,10.022678394141423
18,bag_T100_L5,P2_Bagging,10.11178161970109
18,bag_T300_L1,P2_Bagging,10.165832098770274
18,bag_T300_L5,P2_Bagging,10.157927773422342
19,svr_C1_gscale,P2_SVR,21.775040044194082
19,svr_C1_g0.01,P2_SVR,20.854583534144115
19,svr_C10_gscale,P2_SVR,15.338287106072492
19,svr_C10_g0.01,P2_SVR,14.896256753084238
19,svr_C100_gscale,P2_SVR,16.707758613183973
19,svr_C100_g0.01,P2_SVR,16.268708054886343
19,bag_T100_L1,P2_Bagging,9.629269239958132
19,bag_T100_L5,P2_Bagging,9.676941630960041
19,bag_T300_L1,P2_Bagging,9.55950764786206
19,bag_T300_L5,P2_Bagging,9.569750992100206
