fold,candidate,model,mse
13,svr_C10_g0.01,P2_SVR,7.7187467244605745
13,svr_C100_gscale,P2_SVR,8.38112458708666
13,svr_C100_g0.01,P2_SVR,8.193223545359581
13,bag_T100_L1,P2_Bagging,6.725056567069063
13,bag_T100_L5,P2_Bagging,6.720762236145123
13,bag_T300_L1,P2_Bagging,6.670676413308252
13,bag_T300_L5,P2_Bagging,6.617406086967172
14,svr_C1_gscale,P2_SVR,12.119566374248203
14,svr_C1_g0.01,P2_SVR,11.49636508639068
14,svr_C10_gscale,P2_SVR,7.7758486114439
14,svr_C10_g0.01,P2_SVR,7.404379107337176
14,svr_C100_gscale,P2_SVR,9.036954246448156
14,svr_C100_g0.01,P2_SVR,8.824851846474518
14,bag_T100_L1,P2_Bagging,5.828683670567328
14,bag_T100_L5,P2_Bagging,6.1945248983125065
14,bag_T300_L1,P2_Bagging,5.816199361533205
14,bag_T300_L5,P2_Bagging,5.997528842608528
15,svr_C1_gscale,P2_SVR,14.210111148658552
15,svr_C1_g0.01,P2_SVR,12.98081190459327
15,svr_C10_gscale,P2_SVR,9.948660162435965
15,svr_C10_g0.01,P2_SVR,9.51046497364264
15,svr_C100_gscale,P2_SVR,11.264393979232214
15,svr_C100_g0.01,P2_SVR,11.250621003963756
15,bag_T100_L1,P2_Bagging,5.670749289870598
15,bag_T100_L5,P2_Bagging,5.742737350435121
15,bag_T300_L1,P2_Bagging,5.620051785655252
15,bag_T300_L5,P2_Bagging,5.720934980685505
16,svr_C1_gscale,P2_SVR,11.859905901279063
16,svr_C1_g0.01,P2_SVR,10.959510767197727
16,svr_C10_gscale,P2_SVR,8.287688198161884
16,svr_C10_g0.01,P2_SVR,7.747583322764603
16,svr_C100_gscale,P2_SVR,9.36726182448987
16,svr_C100_g0.01,P2_SVR,8.977466649571273
16,bag_T100_L1,P2_Bagging,4.87700557362586
16,bag_T100_L5,P2_Bagging,4.90176923605398
16,bag_T300_L1,P2_Bagging,4.998583369927492
16,bag_T300_L5,P2_Bagging,4.984673164057234
17,svr_C1_gscale,P2_SVR,11.357217259917588
17,svr_C1_g0.01,P2_SVR,10.659657982823742
17,svr_C10_gscale,P2_SVR,7.939636548858286
17,svr_C10_g0.01,P2_SVR,7.488179225039625
17,svr_C100_gscale,P2_SVR,8.588343899881258
17,svr_C100_g0.01,P2_SVR,8.113095034040787
17,bag_T100_L1,P2_Bagging,6.393069465113487
17,bag_T100_L5,P2_Bagging,6.188354473117659
17,bag_T300_L1,P2_Bagging,6.248577665001844
17,bag_T300_L5,P2_Bagging,6.250504199731027
18,svr_C1_gscale,P2_SVR,9.759926543961456
18,svr_C1_g0.01,P2_SVR,9.362520926656543
18,svr_C10_gscale,P2_SVR,7.755220333290849
18,svr_C10_g0.01,P2_SVR,7.612829260672155
18,svr_C100_gscale,P2_SVR,8.936698829178411
18,svr_C100_g0.01,P2_SVR,8.870456771509378
18,bag_T100_L1,P2_Bagging,5.424433296865804
18,bag_T100_L5,P2_Bagging,5.732177753680324
18,bag_T300_L1,P2_Bagging,5.488227883666147
18,bag_T300_L5,P2_Bagging,5.855013933790018
19,svr_C1_gscale,P2_SVR,10.995447101028436
19,svr_C1_g0.01,P2_SVR,10.427643062590539
19,svr_C10_gscale,P2_SVR,8.70379879054715
19,svr_C10_g0.01,P2_SVR,8.405483437154098
19,svr_C100_gscale,P2_SVR,9.451689726766086
19,svr_C100_g0.01,P2_SVR,9.251960677775354
19,bag_T100_L1,P2_Bagging,6.182430372047934
19,bag_T100_L5,P2_Bagging,6.06540223269157
19,bag_T300_L1,P2_Bagging,6.153212402243989
19,bag_T300_L5,P2_Bagging,6.025383011508052
