cohort,stage,model,primary,slice,n,mae,rmse,r2,negative_predictions,coverage_90,mean_interval_width
test,A,GlobalMean,False,group_id=test/CMP-test-135.csv,2,47.69108439881455,47.72744977301299,-655.4711685524975,0,0.5,96.31228120237088
test,A,GlobalMean,False,group_id=test/CMP-test-136.csv,1,50.569209398814564,50.569209398814564,,0,0.0,96.31228120237088
test,A,GlobalMean,False,group_id=test/CMP-test-142.csv,1,27.78824060118545,27.78824060118545,,0,1.0,96.31228120237088
test,A,GlobalMean,False,group_id=test/CMP-test-144.csv,1,26.705090601185447,26.705090601185447,,0,1.0,96.31228120237088
test,A,GlobalMean,False,group_id=test/CMP-test-147.csv,1,28.85459060118545,28.85459060118545,,0,1.0,96.31228120237088
test,A,GlobalMean,False,group_id=test/CMP-test-148.csv,1,24.863090601185448,24.863090601185448,,0,1.0,96.31228120237088
test,A,GlobalMean,False,group_id=test/CMP-test-150.csv,2,29.903540601185448,30.10119338679526,-75.39746947136926,0,1.0,96.31228120237088
test,A,GlobalMean,False,group_id=test/CMP-test-154.csv,1,42.42165939881454,42.42165939881454,,0,1.0,96.31228120237088
test,A,GlobalMean,False,group_id=test/CMP-test-158.csv,2,33.09981560118545,33.16179728336666,-266.76311924312597,0,1.0,96.31228120237088
test,A,GlobalMean,False,group_id=test/CMP-test-164.csv,1,49.20765939881454,49.20765939881454,,0,0.0,96.31228120237088
test,A,GlobalMean,False,group_id=test/CMP-test-165.csv,1,47.87235939881455,47.87235939881455,,0,1.0,96.31228120237088
test,A,GlobalMean,False,group_id=test/CMP-test-167.csv,2,45.14933439881456,45.15192507702861,-8713.55594301269,0,1.0,96.31228120237088
test,A,GlobalMean,False,group_id=test/CMP-test-169.csv,1,48.81030939881455,48.81030939881455,,0,0.0,96.31228120237088
test,A,GlobalMean,False,group_id=test/CMP-test-176.csv,1,28.582190601185445,28.582190601185445,,0,1.0,96.31228120237088
