evaluation,policy,model,dimension,value,n,mse,rmse,mae,r2,relative_error,mape_percent,s_score_literal_mean,s_score_minus_one_mean,s_score_overflow
test,completed,group_selected_v3,STAGE,A,238,9.123619367234921,3.020532960792668,2.2651805975567108,0.9934537525182799,0.026003971622922454,2.6003971622922455,1.2462329782207395,0.24623297822073925,False
test,completed,group_selected_v3,STAGE,B,186,14.109208139628787,3.756222589201655,2.977276548040209,0.8061094626641834,0.037048159478070865,3.7048159478070866,1.3320757883047312,0.3320757883047314,False
test,completed,group_selected_v3,condition,Cond1,165,8.278020019117635,2.8771548479561604,2.0986970238879152,0.7991925329544594,0.02986209778154734,2.986209778154734,1.234585298484563,0.23458529848456317,False
test,completed,group_selected_v3,condition,Cond2,186,14.109208139628787,3.756222589201655,2.977276548040209,0.8061094626641834,0.037048159478070865,3.7048159478070866,1.3320757883047312,0.3320757883047314,False
test,completed,group_selected_v3,condition,Cond3,73,11.03490556503426,3.321882834332701,2.641479085986178,0.23588999081382722,0.017283549483564847,1.7283549483564846,1.2725599255696305,0.27255992556963043,False
test,completed,history_anchor,all,all,424,17.933856823878465,4.234838464909667,3.2594337374354225,0.9794772880029454,0.03962414120369189,3.962414120369189,1.3753163635017953,0.3753163635017955,False
test,completed,history_anchor,STAGE,A,238,13.540606297923969,3.6797562824083836,2.8462717003051226,0.990284539905613,0.03357981252339907,3.357981252339907,1.3147083483879543,0.31470834838795414,False
test,completed,history_anchor,STAGE,B,186,23.55532792698153,4.853383142405051,3.7881034408602154,0.6762996800609975,0.047358282203206356,4.735828220320635,1.4528685548840223,0.4528685548840224,False
test,completed,history_anchor,condition,Cond1,165,13.550905327230724,3.68115543372332,2.8490729033189033,0.671283354153428,0.04021935875153426,4.021935875153426,1.3212915289872382,0.32129152898723834,False
test,completed,history_anchor,condition,Cond2,186,23.55532792698153,4.853383142405051,3.7881034408602154,0.6762996800609975,0.047358282203206356,4.735828220320635,1.4528685548840223,0.4528685548840224,False
test,completed,history_anchor,condition,Cond3,73,13.517327670038835,3.6765918552429553,2.839940214041097,0.06399512807304997,0.018572618994052423,1.8572618994052423,1.2998285566224488,0.29982855662244906,False
test,completed,joint_direct,all,all,424,13.672687826704927,3.697659777035325,2.8498220016261735,0.9843535812040449,0.0342749150256164,3.42749150256164,1.3186424389221698,0.31864243892217,False
test,completed,joint_direct,STAGE,A,238,13.468606416900226,3.669960002084522,2.786970519902353,0.9903362002194495,0.0324537642350894,3.24537642350894,1.3114094474946918,0.311409447494692,False
test,completed,joint_direct,STAGE,B,186,13.933824254304492,3.732803806028987,2.930244865337299,0.8085196103797068,0.036605204746828365,3.6605204746828366,1.3278975569852867,0.3278975569852869,False
test,completed,joint_direct,condition,Cond1,165,12.883160528764353,3.589311985431798,2.65601444836211,0.6874814475747049,0.037938068833918204,3.79380688339182,1.3100914203532439,0.310091420353244,False
test,completed,joint_direct,condition,Cond2,186,13.933824254304492,3.732803806028987,2.930244865337299,0.8085196103797068,0.036605204746828365,3.6605204746828366,1.3278975569852867,0.3278975569852869,False
test,completed,joint_direct,condition,Cond3,73,14.791874520221022,3.8460206083978568,3.0829671199590662,-0.024260634485249177,0.02005773329253114,2.005773329253114,1.3143885499376913,0.3143885499376911,False
test,completed,joint_residual,all,all,424,16.103012233621797,4.012855870028451,3.117078441708442,0.9815724255188853,0.03818232405388295,3.818232405388295,1.3581670355313102,0.35816703553131013,False
test,completed,joint_residual,STAGE,A,238,13.780603293212993,3.712223497206626,2.833362282417977,0.9901123407308345,0.03393253567229924,3.3932535672299236,1.3079805773589888,0.30798057735898876,False
test,completed,joint_residual,STAGE,B,186,19.0746967917793,4.367458848321218,3.4801130971446272,0.7378730844512744,0.04362022531633955,4.362022531633955,1.4223841164184743,0.422384116418474,False
test,completed,joint_residual,condition,Cond1,165,14.392218145048185,3.7937077042186824,2.8755367664347626,0.6508748632886188,0.041040104886108465,4.104010488610847,1.3213591636415427,0.32135916364154266,False
test,completed,joint_residual,condition,Cond2,186,19.0746967917793,4.367458848321218,3.4801130971446272,0.7378730844512744,0.04362022531633955,4.362022531633955,1.4223841164184743,0.422384116418474,False
test,completed,joint_residual,condition,Cond3,73,12.398186162352626,3.521105815273467,2.7380363938868877,0.14148987623187403,0.01786748196985369,1.7867481969853691,1.2777413069943122,0.27774130699431226,False
test,completed,previous_control,all,all,424,9.345806829946223,3.057091236771684,2.297855125378788,0.9893050723090577,0.027199724554657016,2.7199724554657014,1.2480974438627055,0.24809744386270532,False
test,completed,previous_control,STAGE,A,238,9.369132555085013,3.060903878772578,2.307711425333934,0.9932775954447545,0.0262738366851107,2.62738366851107,1.25078869116947,0.2507886911694698,False
test,completed,previous_control,STAGE,B,186,9.315959934338524,3.052205749017999,2.285243300705,0.8719788906937651,0.028384462796334574,2.8384462796334575,1.2446538048357703,0.2446538048357702,False
test,completed,previous_control,condition,Cond1,165,8.106321544686564,2.8471602597476955,2.0961625361592495,0.8033575791450293,0.029837583181025903,2.9837583181025904,1.2340961408646822,0.2340961408646824,False
test,completed,previous_control,condition,Cond2,186,9.315959934338524,3.052205749017999,2.285243300705,0.8719788906937651,0.028384462796334574,2.8384462796334575,1.2446538048357703,0.2446538048357702,False
test,completed,previous_control,condition,Cond3,73,12.223431414204793,3.4962024275211516,2.785869873468495,0.15359073667201073,0.018218793235439356,1.8218793235439357,1.2885184281597428,0.2885184281597427,False
test,completed,robust_reference,all,all,424,8.949090955954563,2.9915031265159264,2.247184924222912,0.9897590563966161,0.026758282840966024,2.6758282840966023,1.2424998017532896,0.24249980175328972,False
test,completed,robust_reference,STAGE,A,238,9.123619367234916,3.020532960792667,2.2651805975567108,0.9934537525182799,0.026003971622922454,2.6003971622922455,1.2462329782207393,0.2462329782207392,False
test,completed,robust_reference,STAGE,B,186,8.725769655499056,2.953941376449278,2.224158202430203,0.880089360761405,0.027723476765129297,2.7723476765129296,1.2377229415422522,0.2377229415422522,False
test,completed,robust_reference,condition,Cond1,165,8.278020019117635,2.8771548479561604,2.0986970238879152,0.7991925329544594,0.029862097781547334,2.9862097781547337,1.2345852984845629,0.23458529848456317,False
test,completed,robust_reference,condition,Cond2,186,8.725769655499056,2.953941376449278,2.224158202430203,0.880089360761405,0.027723476765129297,2.7723476765129296,1.2377229415422522,0.2377229415422522,False
test,completed,robust_reference,condition,Cond3,73,11.034905565034252,3.3218828343327,2.6414790859861776,0.23588999081382778,0.017283549483564847,1.7283549483564846,1.2725599255696303,0.2725599255696303,False
test,completed,selected,all,all,424,13.80807620545069,3.715921985920949,2.8167286943643126,0.9841986487356955,0.03484126090924878,3.484126090924878,1.326558909043518,0.3265589090435179,False
test,completed,selected,STAGE,A,238,13.709802520212,3.7026750492329192,2.728014375872819,0.9901631406780163,0.033462716565594144,3.3462716565594146,1.325512738803312,0.32551273880331194,False
test,completed,selected,STAGE,B,186,13.933824254304492,3.732803806028987,2.930244865337299,0.8085196103797068,0.036605204746828365,3.6605204746828366,1.3278975569852867,0.3278975569852869,False
test,completed,selected,condition,Cond1,165,15.749293031190208,3.968537895899472,2.8527369920349117,0.6179550624367307,0.04117832425766358,4.117832425766358,1.3577402249115968,0.3577402249115969,False
test,completed,selected,condition,Cond2,186,13.933824254304492,3.732803806028987,2.930244865337299,0.8085196103797068,0.036605204746828365,3.6605204746828366,1.3278975569852867,0.3278975569852869,False
test,completed,selected,condition,Cond3,73,9.099995200877697,3.01661983035279,2.4461070927667183,0.36987250361528623,0.016023329316396114,1.6023329316396113,1.252669790750339,0.2526697907503392,False
validation,completed,base_direct,all,all,424,12.696668979821096,3.5632385521911236,2.762356261667643,0.9845674637978737,0.034832028964861046,3.483202896486105,1.3126841644957647,0.3126841644957647,False
validation,completed,base_direct,STAGE,A,252,14.805971131083718,3.847852794882325,2.972241277228329,0.9881288109703471,0.03708091759835069,3.708091759835069,1.3468847904186678,0.34688479041866793,False
validation,completed,base_direct,STAGE,B,172,9.606296060529349,3.0994025328326344,2.45485030863687,0.8934595240066628,0.031537145618120384,3.1537145618120386,1.2625762707017438,0.26257627070174383,False
validation,completed,base_direct,condition,Cond1,185,16.16497379656292,4.02056883992339,3.1180787928941163,0.6487412912787791,0.04432996448742593,4.4329964487425935,1.3676878393543863,0.3676878393543862,False
validation,completed,base_direct,condition,Cond2,172,9.606296060529349,3.0994025328326344,2.45485030863687,0.8934595240066628,0.031537145618120384,3.1537145618120386,1.2625762707017438,0.26257627070174383,False
validation,completed,base_direct,condition,Cond3,67,11.053501084611296,3.3246805988863497,2.5695555996436905,0.33136722016717735,0.017064892606128052,1.7064892606128053,1.2894435358946696,0.2894435358946698,False
validation,completed,base_residual,all,all,424,14.10754574176497,3.756001296826849,2.894102738356509,0.982852572534658,0.03672539274269827,3.672539274269827,1.3256677175223945,0.32566771752239476,False
validation,completed,base_residual,STAGE,A,252,15.72328956867484,3.965260340592385,3.00437138806725,0.9873933198312236,0.03782117987119788,3.782117987119788,1.3424633286654066,0.3424633286654067,False
validation,completed,base_residual,STAGE,B,172,11.74029315815284,3.426411119254787,2.7325463445942604,0.8697920183294874,0.035119937182338364,3.5119937182338363,1.3010601942198425,0.30106019421984254,False
validation,completed,base_residual,condition,Cond1,185,17.809109240094845,4.22008403234993,3.2098036329595434,0.613014855831008,0.04565020620808637,4.565020620808637,1.3664810021378653,0.3664810021378652,False
