condition,feature,ols_standardized_coefficient,ridge_standardized_coefficient,train_min,train_max,imputation_value,scaler_mean,scaler_scale
Cond2,p2_primary_PRESSURIZED_CHAMBER_PRESSURE_std,1.385168454792515,1.0018089664847387,19.98054597609275,50.58927619645926,31.228722299053373,31.228722299053373,1.7502072742348553
Cond2,p2_primary_RETAINER_RING_PRESSURE_auc,-4.397928459613151,-0.09371117235847178,46361.25,3722256.9550698865,296199.17919152824,296199.17919152824,121299.93780493102
Cond2,p2_primary_RETAINER_RING_PRESSURE_mean,-0.14755350338109707,0.0007063324719835055,517.8254972875226,2166.610588235294,1533.495652475552,1533.495652475552,86.0597351399206
Cond2,p2_primary_RETAINER_RING_PRESSURE_std,0.4193054828919358,0.07513917486093707,629.4743011032118,2189.751771805011,1574.7216271767984,1574.7216271767984,110.08807827385685
Cond2,p2_primary_RIPPLE_AIR_BAG_PRESSURE_auc,21.93585555133141,0.4985101797109199,207.88636363684,21177.133659144612,1407.539645500073,1407.539645500073,698.7851329872716
Cond2,p2_primary_RIPPLE_AIR_BAG_PRESSURE_mean,-3.4286284312588577,-0.15823250765063326,2.3309222423195295,9.23497067452823,7.280393632529651,7.280393632529651,0.3463745941933191
Cond2,p2_primary_RIPPLE_AIR_BAG_PRESSURE_std,-1.36215795253743,-0.15082448386538633,2.7351652768067285,6.465848158697778,4.290865430050898,4.290865430050898,0.17959133474902966
Cond2,p2_primary_SLURRY_FLOW_LINE_A_auc,-4.152554210777374,-1.111334661334496,267.40777777274207,14158.243819550333,1011.6349769519063,1011.6349769519063,474.90345522113415
Cond2,p2_primary_SLURRY_FLOW_LINE_A_mean,0.20745225089763686,-0.41018386972367116,2.2043010752666143,7.716802168019025,5.252512811112526,5.252512811112526,0.6214840374662656
Cond2,p2_primary_SLURRY_FLOW_LINE_A_std,0.2834389843955236,-0.16191175722344092,0.19875513452326762,9.001769962649117,6.961754054657188,6.961754054657188,0.5989063609448416
