split,model,repeat,stage,n_v2,mse_v2,rmse_v2,mae_v2,r2_v2,relative_error_v2,mape_percent_v2,s_score_literal_mean_v2,s_score_minus_one_mean_v2,s_score_overflow,n_v1,mse_v1,rmse_v1,mae_v1,r2_v1,relative_error_v1,mape_percent_v1,s_score_literal_mean_v1,s_score_minus_one_mean_v1,mse_reduction_percent
test,P2_KNN,0,B,186,14.370295912452821,3.790817314571202,2.802969596774193,0.8025215611984392,0.035072283734912835,3.5072283734912837,1.3213644635948882,0.32136446359488835,False,186,23.507878646312903,4.848492409637546,3.7996966129032255,0.676951734126257,0.04748082508726392,4.748082508726393,1.4620791395090649,0.4620791395090648,38.870299065854965
test,P2_LR,0,all,424,351.1078911688693,18.737873176240395,3.121983333619945,0.5982076693755187,0.03811903255412734,3.8119032554127337,50420947474804.266,50420947474803.29,False,424,512.774705894672,22.64452927076807,3.5214877989736006,0.41320332197372556,0.04289664838839832,4.289664838839832,1.796557358484221e+17,1.796557358484221e+17,31.5278450491687
test,P2_LR,0,A,238,620.3752029089095,24.907332312170837,4.0219488977224085,0.5548773522546908,0.04887696851183419,4.887696851183419,89825553484524.3,89825553484523.36,False,238,905.287840304466,30.088001600379943,4.463179202004341,0.3504509552308388,0.05425217070033758,5.425217070033758,3.200589579820629e+17,3.200589579820629e+17,31.472049519601942
test,P2_LR,0,B,186,6.561546039140492,2.561551490628383,1.9704144935318475,0.9098303976599978,0.024353501597491684,2.4353501597491682,1.202769869638112,0.20276986963811197,False,186,10.526716703645315,3.2444902070503026,2.316527831654696,0.8553405167849905,0.028366463924734117,2.8366463924734115,1.256611513554426,0.25661151355442596,37.667686669402975
test,P2_Persistent,0,all,424,12.98903367810142,3.6040301993880988,2.6704712264150947,0.985135924753186,0.03168388733749402,3.168388733749402,1.302320320761764,0.3023203207617639,False,424,15.90132945168043,3.987647107215034,3.0126251179245287,0.9818032223680626,0.03579559871733528,3.5795598717335277,1.3523410184940856,0.35234101849408533,18.314794259364543
test,P2_Persistent,0,A,238,11.958460363644962,3.4581006873202753,2.556518697478993,0.9914197383856354,0.02934040300784967,2.934040300784967,1.2849103667744157,0.28491036677441556,False,238,14.212640666344543,3.7699656054590927,2.854578151260505,0.9898023515201899,0.032713351721912476,3.2713351721912476,1.3274559263205306,0.3274559263205308,15.860390448324413
test,P2_Persistent,0,B,186,14.307724263266131,3.782555255811358,2.816281451612904,0.8033814287801442,0.034682539329189466,3.4682539329189463,1.324597573713317,0.32459757371331704,False,186,18.062124779153226,4.249955856141711,3.2148572580645167,0.7517879781629809,0.03973954917384404,3.9739549173844044,1.3841832332107842,0.3841832332107844,20.786040190688492
test,P2_SVR,0,all,424,9.080986326813624,3.0134674922443785,2.1866358291714643,0.9896081211718918,0.025873020761224042,2.587302076122404,1.2381137573007988,0.2381137573007986,False,424,10.770076841268065,3.281779523561579,2.406246150323446,0.987675200746267,0.028531476281415967,2.853147628141597,1.2669196858391465,0.2669196858391464,15.68317978923136
test,P2_SVR,0,A,238,8.574611771551332,2.928243803297692,2.212069978897076,0.9938476685121448,0.025466807890205972,2.546680789020597,1.2389523384161054,0.23895233841610536,False,238,9.744567278735971,3.1216289463573297,2.3184544630842,0.9930082189489444,0.026435662797727372,2.6435662797727373,1.2530361682938365,0.25303616829383646,12.00623356295818
test,P2_SVR,0,B,186,9.728927962041721,3.119122947567428,2.1540910569419185,0.866303831399049,0.026392798520913828,2.639279852091383,1.2370407341532554,0.2370407341532555,False,186,12.082288001927413,3.4759585731028806,2.5185817501242016,0.8339636576513477,0.03121321611538309,3.121321611538309,1.2846846168917474,0.2846846168917474,19.477768114038284
test,P3_RF,0,all,424,9.477434967180155,3.0785442935225333,2.3207561384884596,0.9891544428946663,0.027489188197503723,2.7489188197503722,1.2464388182774568,0.24643881827745673,False,424,9.477434967180153,3.0785442935225333,2.32075613848846,0.9891544428946663,0.027489188197503726,2.7489188197503727,1.2464388182774566,0.24643881827745673,-2.220446049250313e-14
