policy,condition,variant,feature,importance
retrospective,Cond1,joint_direct,gap__p2_primary_RETAINER_RING_PRESSURE_mean,0.0
retrospective,Cond1,joint_direct,gap__p2_primary_RETAINER_RING_PRESSURE_std,0.0
retrospective,Cond1,joint_direct,gap__p2_primary_RIPPLE_AIR_BAG_PRESSURE_auc,0.0
retrospective,Cond1,joint_direct,gap__p2_primary_RIPPLE_AIR_BAG_PRESSURE_mean,0.0
retrospective,Cond1,joint_direct,gap__p2_primary_RIPPLE_AIR_BAG_PRESSURE_std,0.0
retrospective,Cond1,joint_direct,gap__p2_primary_SLURRY_FLOW_LINE_A_auc,0.0
retrospective,Cond1,joint_direct,gap__p2_primary_SLURRY_FLOW_LINE_A_mean,0.0
retrospective,Cond1,joint_direct,gap__p2_primary_SLURRY_FLOW_LINE_A_std,0.0
retrospective,Cond1,joint_direct,gap__p2_primary_SLURRY_FLOW_LINE_B_auc,0.0
retrospective,Cond1,joint_direct,gap__p2_primary_SLURRY_FLOW_LINE_B_mean,0.0
retrospective,Cond1,joint_direct,gap__p2_primary_SLURRY_FLOW_LINE_B_std,0.0
retrospective,Cond1,joint_direct,gap__p2_primary_SLURRY_FLOW_LINE_C_auc,0.0
retrospective,Cond1,joint_direct,gap__p2_primary_SLURRY_FLOW_LINE_C_mean,0.0
retrospective,Cond1,joint_direct,gap__p2_primary_SLURRY_FLOW_LINE_C_std,0.0
retrospective,Cond1,joint_direct,gap__p2_primary_STAGE_ROTATION_mean,0.0
retrospective,Cond1,joint_direct,gap__p2_primary_USAGE_OF_BACKING_FILM_decreasing,0.0
retrospective,Cond1,joint_direct,gap__p2_primary_USAGE_OF_BACKING_FILM_mean,0.0
retrospective,Cond1,joint_direct,gap__p2_primary_USAGE_OF_BACKING_FILM_std,0.0
retrospective,Cond1,joint_direct,gap__p2_primary_USAGE_OF_DRESSER_TABLE_decreasing,0.0
retrospective,Cond1,joint_direct,gap__p2_primary_USAGE_OF_DRESSER_TABLE_mean,0.0
retrospective,Cond1,joint_direct,gap__p2_primary_USAGE_OF_DRESSER_TABLE_std,0.0
retrospective,Cond1,joint_direct,gap__p2_primary_USAGE_OF_DRESSER_decreasing,0.0
